"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2010,121.0
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2010,2342.0
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2010,348.7
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2010,662.4
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2010,671.3
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2010,659.7
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2010,8076.2
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2010,5498.6
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2010,615.3
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2010,330.3
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2010,1669.3
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2010,244.8
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2010,138.5
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2010,57.8
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2010,33.2
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2010,15.2
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2010,10068.2
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2010,8544.0
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2010,4361.4
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2010,254.9
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2010,1269.2
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2010,0.1
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2010,357.7
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2010,281.3
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2010,121.3
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2010,40.8
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2010,35.6
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2010,1894.6
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2010,1280.5
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2010,63.7
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2010,47.0
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2010,203.2
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2010,300.3
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2010,8447.4
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2010,5320.2
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2010,3036.4
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2010,542.8
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2010,1402.3
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2010,1724.9
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2010,3366.1
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2010,827.9
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2010,2535.7
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2010,260.4
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2010,1836.5
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2010,1220.0
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2010,3959.3
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2010,2932.7
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2010,484.1
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2010,542.6
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2010,1222.1
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2010,402.1
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2010,408.0
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2010,412.0
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2010,1024.2
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2010,84.9
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2010,187.1
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2010,357.6
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2010,5789.5
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2010,968.8
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2010,3146.4
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2010,1674.3
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2010,596609.3
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2010,7997.6
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,1371.5
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,2342.0
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,244.8
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,8076.2
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,10068.2
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,357.7
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,1894.6
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,8447.4
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,4586.1
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,3959.3
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,1222.1
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2010,1653.8
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2010,5789.5
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2011,7872.7
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2011,2115.1
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2011,5748.6
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2011,9.0
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2011,12263.4
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2011,1079.4
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2011,538.6
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2011,464.3
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2011,68.5
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2011,122.2
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2011,2345.6
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2011,332.2
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2011,684.3
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2011,690.3
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2011,638.9
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2011,8429.5
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2011,5664.0
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2011,698.9
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2011,405.2
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2011,1708.0
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2011,242.7
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2011,142.2
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2011,55.8
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2011,33.3
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2011,11.5
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2011,10384.7
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2011,8803.0
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2011,4397.6
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2011,284.1
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2011,1296.8
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2011,0.8
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2011,357.6
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2011,261.1
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2011,105.9
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2011,46.9
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2011,49.5
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2011,2015.0
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2011,1376.7
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2011,75.0
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2011,44.4
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2011,202.2
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2011,316.6
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2011,8368.1
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2011,5157.2
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2011,2542.4
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2011,602.6
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2011,1422.1
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2011,1788.8
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2011,3928.3
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2011,935.5
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2011,2990.1
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2011,274.9
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2011,1905.6
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2011,1303.8
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2011,4521.3
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2011,3469.9
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2011,507.6
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2011,543.8
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2011,1312.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2011,463.8
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2011,384.8
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2011,464.2
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2011,1051.3
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2011,80.8
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2011,204.7
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2011,503.3
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2011,6014.6
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2011,1053.4
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2011,3186.8
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2011,1774.4
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2011,674088.4
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2011,7872.7
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,1270.1
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,2345.6
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,242.7
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,8429.5
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,10384.7
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,357.6
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,2015.0
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,8368.1
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,5232.1
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,4521.3
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,1312.9
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2011,1840.1
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2011,6014.6
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2012,7909.8
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2012,2291.2
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2012,5615.7
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2012,2.9
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2012,13943.8
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2012,1149.2
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2012,523.6
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2012,551.3
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2012,71.0
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2012,116.4
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2012,2361.5
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2012,335.9
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2012,751.3
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2012,681.7
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2012,592.6
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2012,8614.3
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2012,5788.9
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2012,699.5
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2012,410.9
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2012,1791.5
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2012,281.7
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2012,154.0
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2012,72.2
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2012,39.9
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2012,15.6
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2012,11047.4
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2012,9371.8
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2012,4644.6
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2012,322.8
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2012,1352.3
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2012,0.5
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2012,441.2
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2012,288.9
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2012,109.9
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2012,52.3
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2012,100.0
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2012,2018.8
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2012,1371.1
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2012,74.6
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2012,45.8
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2012,201.2
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2012,326.2
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2012,10414.9
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2012,7098.5
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2012,3012.5
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2012,625.6
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2012,1475.6
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2012,1840.7
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2012,3741.1
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2012,706.2
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2012,3032.9
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2012,305.5
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2012,1758.4
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2012,1273.7
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2012,4091.9
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2012,3031.0
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2012,515.3
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2012,545.5
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2012,1237.3
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2012,409.6
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2012,348.7
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2012,478.8
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2012,1063.4
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2012,82.0
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2012,228.4
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2012,518.8
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2012,6376.9
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2012,1210.5
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2012,3233.3
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2012,1933.1
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2012,734092.2
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2012,7909.8
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,1336.6
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,2361.5
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,281.7
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,8614.3
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,11047.4
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,441.2
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,2018.8
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,10414.9
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,5014.8
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,4091.9
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,1237.3
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2012,1892.6
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2012,6376.9
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2013,6947.3
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2013,2039.8
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2013,4904.1
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2013,3.5
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2013,12181.1
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2013,1201.8
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2013,566.5
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2013,554.8
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2013,74.6
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2013,124.1
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2013,2378.4
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2013,344.8
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2013,763.9
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2013,678.4
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2013,591.3
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2013,8976.3
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2013,6148.4
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2013,663.9
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2013,446.5
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2013,1787.9
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2013,273.2
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2013,147.2
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2013,78.9
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2013,36.3
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2013,10.9
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2013,11849.1
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2013,10045.7
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2013,4868.1
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2013,331.1
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2013,1471.7
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2013,0.6
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2013,425.8
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2013,320.3
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2013,131.9
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2013,59.7
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2013,45.8
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2013,2087.0
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2013,1423.8
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2013,69.5
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2013,49.2
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2013,206.6
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2013,337.9
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2013,12763.1
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2013,9306.9
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2013,3990.9
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2013,659.3
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2013,1542.9
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2013,1913.3
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2013,4031.1
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2013,711.4
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2013,3317.1
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2013,279.6
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2013,2225.8
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2013,2249.9
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2013,4018.3
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2013,2932.3
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2013,529.5
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2013,556.5
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2013,1303.4
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2013,449.3
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2013,337.8
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2013,516.2
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2013,1104.0
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2013,92.9
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2013,248.4
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2013,503.5
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2013,6346.6
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2013,1151.9
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2013,3210.9
